ID,Age,Education_level,Sexe,Country,Ethnicity,drug_names,Drug_uses
773,45-54,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
774,45-54,Certificat/diplôme professionnel,Femme,Canada,Blanc,Coke,Utilisé depuis une décennie
777,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
778,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanche/Asiatique,Coke,Utilisé au cours de la dernière année
779,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Canada,Blanc,Coke,Utilisé au cours de la dernière année
780,45-54,A quitté l'école à 18 ans,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
781,18-24,Certificat/diplôme professionnel,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
782,35-44,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
783,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Autre,Coke,Utilisé au cours du mois dernier
785,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
787,18-24,Certificat/diplôme professionnel,Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière année
788,35-44,Certificat/diplôme professionnel,Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière décennie
789,18-24,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Coke,utilisé la semaine dernière
793,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière année
794,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours du mois dernier
796,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,utilisé la semaine dernière
797,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
798,18-24,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
799,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
800,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
801,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Canada,Blanc,Coke,Utilisé au cours de la dernière année
802,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
804,45-54,Diplôme universitaire,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
805,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
806,18-24,Diplôme universitaire,Femme,Canada,Blanc,Coke,Utilisé le dernier jour
807,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
809,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
810,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
811,18-24,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
813,45-54,Diplôme universitaire,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
814,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
815,25-34,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
816,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
817,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Canada,Blanc,Coke,Utilisé au cours de la dernière année
819,45-54,Doctorat,Masculin,Australie,Blanc,Coke,Utilisé au cours de la dernière décennie
820,25-34,Maitrise,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
822,18-24,Diplôme universitaire,Femme,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
827,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé le dernier jour
828,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
832,18-24,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
834,25-34,Maitrise,Femme,États-Unis,Blanc,Coke,Utilisé depuis une décennie
835,45-54,Doctorat,Femme,États-Unis,Blanc,Coke,Utilisé depuis une décennie
837,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
839,45-54,Maitrise,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
842,25-34,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
844,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
845,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé depuis une décennie
848,18-24,Certificat/diplôme professionnel,Femme,Canada,Blanc,Coke,Utilisé au cours de la dernière décennie
849,25-34,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
850,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
851,55-64,Maitrise,Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
854,25-34,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
855,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
857,18-24,A quitté l'école à 16 ans,Masculin,Canada,Mixte-Blanc/Noir,Coke,utilisé la semaine dernière
858,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
859,18-24,Certificat/diplôme professionnel,Masculin,États-Unis,Blanche/Asiatique,Coke,utilisé la semaine dernière
860,25-34,A quitté l'école à 17 ans,Masculin,Canada,Blanc,Coke,utilisé la semaine dernière
861,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
862,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Autres,Asiatique,Coke,Utilisé au cours de la dernière décennie
864,18-24,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours du mois dernier
866,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,République d'Irlande,Blanc,Coke,Utilisé au cours du mois dernier
868,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Canada,Blanc,Coke,Utilisé au cours du mois dernier
871,45-54,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
872,25-34,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
873,18-24,Maitrise,Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
874,25-34,Maitrise,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
876,25-34,Maitrise,Femme,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
877,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Autre,Coke,Utilisé au cours de la dernière année
878,35-44,Certificat/diplôme professionnel,Masculin,États-Unis,Autre,Coke,Utilisé au cours de la dernière décennie
880,18-24,Diplôme universitaire,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
881,25-34,Maitrise,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
882,18-24,A quitté l'école avant 16 ans,Femme,États-Unis,Blanc,Coke,utilisé la semaine dernière
883,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
884,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
885,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
889,18-24,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours du mois dernier
890,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
892,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Autre,Coke,Utilisé au cours du mois dernier
893,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,République d'Irlande,Blanc,Coke,Utilisé au cours du mois dernier
894,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière année
895,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
896,25-34,A quitté l'école à 17 ans,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
898,18-24,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
899,25-34,Maitrise,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
902,18-24,Diplôme universitaire,Masculin,Canada,Blanc,Coke,utilisé la semaine dernière
904,25-34,Maitrise,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
905,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
907,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,utilisé la semaine dernière
908,25-34,Certificat/diplôme professionnel,Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière décennie
909,35-44,Diplôme universitaire,Masculin,Australie,Blanc,Coke,Utilisé au cours de la dernière année
910,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Autre,Coke,Utilisé au cours de la dernière année
911,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
912,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Autre,Coke,Utilisé au cours de la dernière année
913,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
917,25-34,A quitté l'école à 17 ans,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
919,25-34,A quitté l'école à 16 ans,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
921,18-24,A quitté l'école à 18 ans,Masculin,Canada,Blanc,Coke,utilisé la semaine dernière
923,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière année
924,18-24,A quitté l'école avant 16 ans,Masculin,Australie,Blanc,Coke,Utilisé au cours de la dernière décennie
926,25-34,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
927,18-24,A quitté l'école à 16 ans,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
929,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
931,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Autre,Coke,Utilisé au cours du mois dernier
932,35-44,A quitté l'école à 16 ans,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
933,25-34,Diplôme universitaire,Femme,Australie,Blanc,Coke,Utilisé depuis une décennie
934,18-24,A quitté l'école à 17 ans,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
936,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,utilisé la semaine dernière
937,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
938,18-24,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
939,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Coke,Utilisé au cours du mois dernier
940,18-24,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
942,25-34,A quitté l'école à 18 ans,Femme,Autres,Blanc,Coke,Utilisé au cours de la dernière décennie
943,25-34,Certificat/diplôme professionnel,Masculin,États-Unis,Autre,Coke,Utilisé au cours du mois dernier
944,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanche/Asiatique,Coke,Utilisé le dernier jour
945,25-34,Maitrise,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
947,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
950,35-44,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
951,18-24,Diplôme universitaire,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
952,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
953,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
956,18-24,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
957,45-54,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
958,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
961,45-54,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé depuis une décennie
962,18-24,Certificat/diplôme professionnel,Masculin,Australie,Blanc,Coke,Utilisé au cours de la dernière année
963,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
964,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
966,25-34,Maitrise,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
967,18-24,Maitrise,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours du mois dernier
969,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
970,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Noir,Coke,Utilisé au cours de la dernière année
971,55-64,Doctorat,Masculin,Autres,Autre,Coke,Utilisé depuis une décennie
972,35-44,Diplôme universitaire,Femme,Canada,Blanc,Coke,Utilisé au cours du mois dernier
973,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Canada,Blanc,Coke,Utilisé au cours de la dernière année
974,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
979,35-44,Maitrise,Femme,Royaume-Uni,Blanc,Coke,utilisé la semaine dernière
980,45-54,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
981,25-34,Doctorat,Femme,États-Unis,Asiatique,Coke,Utilisé au cours de la dernière décennie
982,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Coke,utilisé la semaine dernière
983,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Coke,Utilisé le dernier jour
984,25-34,Diplôme universitaire,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
985,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
986,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière année
987,18-24,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
988,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
989,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,utilisé la semaine dernière
990,25-34,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
991,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
992,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Australie,Blanc,Coke,Utilisé au cours de la dernière année
993,55-64,Certificat/diplôme professionnel,Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière année
994,25-34,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
995,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
997,18-24,Maitrise,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours du mois dernier
998,25-34,Maitrise,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1000,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1002,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1009,45-54,Maitrise,Masculin,Autres,Blanc,Coke,Utilisé depuis une décennie
1012,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1013,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1014,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1015,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1016,45-54,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
1018,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1019,18-24,A quitté l'école à 18 ans,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours du mois dernier
1020,25-34,A quitté l'école à 18 ans,Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière décennie
1021,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1029,35-44,Diplôme universitaire,Femme,États-Unis,Asiatique,Coke,Utilisé depuis une décennie
1031,18-24,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1033,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1034,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1035,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
1036,18-24,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
1037,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1041,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1042,35-44,Maitrise,Femme,Royaume-Uni,Blanc,Coke,Utilisé depuis une décennie
1044,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière année
1045,25-34,Maitrise,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
1046,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
1047,25-34,Maitrise,Femme,États-Unis,Blanc,Coke,utilisé la semaine dernière
1048,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1049,18-24,Maitrise,Masculin,Royaume-Uni,Blanc,Coke,utilisé la semaine dernière
1051,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1052,25-34,Doctorat,Masculin,Autres,Blanc,Coke,Utilisé au cours du mois dernier
1054,18-24,A quitté l'école à 18 ans,Masculin,Canada,Blanc,Coke,Utilisé le dernier jour
1055,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1056,25-34,A quitté l'école à 16 ans,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1057,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1058,35-44,A quitté l'école à 18 ans,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1061,45-54,Maitrise,Femme,Autres,Blanc,Coke,Utilisé depuis une décennie
1064,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1065,25-34,Maitrise,Masculin,Autres,Autre,Coke,Utilisé au cours de la dernière décennie
1073,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,République d'Irlande,Blanc,Coke,Utilisé au cours de la dernière décennie
1085,18-24,Maitrise,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours du mois dernier
1088,35-44,Certificat/diplôme professionnel,Masculin,Canada,Blanc,Coke,Utilisé au cours de la dernière décennie
1092,25-34,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1094,45-54,A quitté l'école à 16 ans,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
1095,18-24,Diplôme universitaire,Masculin,Australie,Blanc,Coke,Utilisé au cours du mois dernier
1096,25-34,Diplôme universitaire,Femme,Australie,Blanc,Coke,Utilisé au cours de la dernière année
1100,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1102,18-24,Maitrise,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1104,18-24,Diplôme universitaire,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1105,18-24,Maitrise,Femme,Autres,Blanc,Coke,Utilisé au cours de la dernière année
1107,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière année
1109,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Autres,Blanc,Coke,Utilisé au cours de la dernière année
1110,18-24,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1111,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Coke,utilisé la semaine dernière
1112,45-54,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1114,45-54,Doctorat,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1115,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1117,45-54,A quitté l'école à 16 ans,Masculin,Royaume-Uni,Blanc,Coke,Utilisé depuis une décennie
1120,25-34,Diplôme universitaire,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1122,25-34,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1123,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1124,18-24,A quitté l'école à 16 ans,Masculin,Canada,Blanc,Coke,Utilisé au cours de la dernière année
1125,25-34,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
1126,25-34,A quitté l'école à 18 ans,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
1127,25-34,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1128,55-64,A quitté l'école à 17 ans,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1129,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1130,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1132,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière décennie
1133,25-34,Certificat/diplôme professionnel,Femme,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1134,25-34,Maitrise,Masculin,Nouvelle-Zelande,Blanc,Coke,Utilisé au cours de la dernière année
1136,18-24,Maitrise,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1137,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1140,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1141,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,utilisé la semaine dernière
1143,35-44,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1145,45-54,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Coke,Utilisé depuis une décennie
1146,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,République d'Irlande,Blanc,Coke,Utilisé au cours de la dernière année
1148,25-34,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1149,35-44,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
